,artist,song,lyric
18162,Future,Rings On Me,I'm with the shits and you can see that (Yeah)
18163,Future,POA,Everywhere I go is foreign (Foreign)
18164,Future,Freak Hoe,"Freak hoes, freak hoes"
18165,Future,I’m So Groovy,Made a bad bitch my masseuse
18166,Future,Solo,"20 ounce steaks, hey, can't fit it on the plate"
18167,Future,First Off,"He let off forty shots, he can't get no bond"
18168,Future,Draco,"Freestylin', let me dance with her (You)"
18169,Future,Permanent Scar,Homies droppin’ like flies
18170,Future,"Blood, Sweat, Tears","I wish everyone, I wish everyone"
18171,Future,High Demand,"I left that bitch 'cause she was sleazy, oh"
18172,Future,Never Seen These,"You tryna' fin these, can't find these in america, I walk on m&m's, Man I'm too bizarre"
18173,Future,Diamonds from Africa,"My styrofoam muddy, my styrofoam muddy, my styrofoam muddy (Woo, woo)"
18174,Future,All I Want Is Some Money,All I want is some money
18175,Future,Rockstar Chainz,"I'm changin' weather, I'm thinkin' better, I'm peepin' the energy"
18176,Future,Nun ’bout U,I don't know nun 'bout you
18177,Future,How It Feel,After I fucked up the game
18178,Future,Fishscale,"He jumped it all he jumped it all like me (like future), nuh-uhhh"
18179,Future,Fetti,Tell me you came with the 'fetti
18180,Future,Bye Bye,"Balmains on my jock, you heard me, yeah-yeah"
18181,Future,No Love,Ain't never fell in love with pussy
18182,Future,Tony Montana,"My life is a movie, I gotta stay focused"
18183,Future,Draco,You ain't never ever get your bitch back (You)
18184,Future,Stick to the Models,I'ma just stick to the guala and get it
18185,Future,You Deserve It,"I always been expensive, ain't nothing about me cheap"
18186,Future,Stick Talk,I was on the E-way with that molly and that old girl
18187,Future,Pesos (Dinero),"I ain't tryna be defeated, I just wanna be greeted"
18188,Future,Lay Up,I spend that money on the regular (Regular)
18189,Future,One Minute,"Yeah Pull up with that shit man, right now man, god damn, been waiting for you all day"
18190,Future,No Matter What,We made a bond from the very beginning
18191,Future,Name Hold Weight,A gang of shooters in my entourage
18192,Future,Grammys,"I'm swervin' off, they can't stand me"
18193,Future,No Matter What,And your loyalty to him ain't my concern cause you’re loyal
18194,Future,Lil One,Turn the hood into Iraq
18195,Future,Nun ’bout U,Pull up too hung on dat whip (skirt skirt)
18196,Future,On Purpose,Know damn well ain't perfect (know damn well)
18197,Future,No Compadre,Peekin' out the window like I'm Khujo
18198,Future,You Deserve It,You deserve it
18199,Future,Forever Eva,I get them racks forever ever
18200,Future,Gangland,I got your son sitting on a brick
18201,Future,The Matrix (Back to the Basics),I want that money so bad I'll take it
18202,Future,Fresh Air,I'ma need fresh air
18203,Future,Politics,"I can't let it get to me, no, so I'm workin'"
18204,Future,Program,Married to this trap
18205,Future,I’m Trippin’,"Fucked around, popped a bean"
18206,Future,Layover,I ain't talked to shawty in a few days
18207,Future,Please Tell Me,"I told you when I got it, it was mine"
18208,Future,Where Ya At,Had to struggle to get where I'm at and sell dope
18209,Future,Usual,She right beside me like a chain on!
18210,Future,Promise U That,"Baby, this thuggin' love, no-no, yeah-yeah-yeah-yeah"
18211,Future,Appetite,"Leasing your car, renting your jewelry, saying you bosses"
18212,Future,Baptiize,"In Milano, all my money exchangin'"
18213,Future,Salute (Mixtape Version),"Twist up some dodie, my nigga, let's twist up some dodie (Roll up some dodie)"
18214,Future,Incredible,I know it's true love with you
18215,Future,I’m Trippin’,"I'm blackin' out on track, like I don't know where I'm at"
18216,Future,Pray for a Key,"Used to pray for a key, ask God to send me a bird"
18217,Future,Neva End,I ain’t tryna be cocky
18218,Future,4 da Gang,"I put Casino in my will, nigga, I'ma die with this cake (Freebandz)"
18219,Future,Radical,"All this shit radical, all this shit radical (Hol' up)"
18220,Future,Thought It Was a Drought (Clean),"They don't like it when you're telling the truth, I'd rather be realer than you"
18221,Future,Nun ’bout U,Nigga I don't know nun 'bout you
18222,Future,My Ho 2,"If that’s your ho (That’s my ho), that’s my ho too (That’s my ho)"
18223,Future,4 da Gang,"I got more money than I ever had, I can take some more pain (More)"
18224,Future,Appetite,I don't know what the fuck you thinkin'
18225,Future,Big Rube Speaks,Not blameless for the straps and the dope that I hold
18226,Future,Yeah Yeah,Yeah Yeah - Yeah
18227,Future,Last Breath,I'ma hustle 'til my last breath
18228,Future,Covered N Money,"Do all my dirty work, fuck all my whores"
18229,Future,First Off,"You know I'm James Bond with it, Harden with the finish"
18230,Future,Forever Eva,I blow that money forever ever
18231,Future,Running Through A Check,Runnin through a check
18232,Future,Run Up,"(See a trillion dollars, ain't complete baby) (Ain't complete baby)"
18233,Future,Smacked Silly (Rack City Freestyle),And ion preach but ill teach til they blatantly learn
18234,Future,Bye Bye,"I spent eighty on her watch, she call me dada (Yeah)"
18235,Future,No Wallet,"I was ducking them narcs, I was grinding"
18236,Future,Unicorn Purp,"And I got some fine shit on the way, I think she Israelian (The she Dubai, yeah)"
18237,Future,Jumpin on a Jet,Put the carats in my nose
18238,Future,Peacoat,Think I might pull out my dick and I pee on her (Turn up)
18239,Future,Spaz On Yall,We got to spaz on yall
18240,Future,Like Ohh,"Wanna be off in my video, come on"
18241,Future,Showed Up,"Red lean in a Fanta, you can't taste the caffeine (Yeah)"
18242,Future,Now,"Rings on me, I'm fuckin' swaggin', you hear me? I'm stylin', I'm fly"
18243,Future,Grandma,"Turnin' on the fire, lean it to the side"
18244,Future,Aintchu,"You the lil' one got that whole thing, ain't you?"
18245,Future,TSUNAMI,I'm sleepin' on the floor in the livin' room
18246,Future,Charged Up,"Lately, niggas tryna fucking bite me, nigga"
18247,Future,I Serve the Base,They tried to take the soul out me
18248,Future,Scammalot,"All my niggas scammalot, yeah, yeah"
18249,Future,Dirty Sprite,I'm on that Big Hawk
18250,Future,Faded,Even my niggas know I love em my niggas
18251,Future,One Helluva Night,I seen the sweat running down the wall
18252,Future,Temptation,"Fly, fly, fly away, yeah, yeah, yeah"
18253,Future,Nun ’bout U,You know the world is ours
18254,Future,Good Kush And Alcohol (Love Me Demo),"I done it, lost it all, I had no one to call"
18255,Future,Forever Eva,Maison Margiela forever ever
18256,Future,Never Satisfied (Original Version),And they ain't ever
18257,Future,Extra Luv,Extra love
18258,Future,Same Damn Time,"On the sofa, popping bottles, at the same damn time, aye"
18259,Future,Comin Out Strong,"Lord save you, Lord save you"
18260,Future,Used to This,"This ice flooded my wrist, I done got used to this"
18261,Future,That’s a Check,This blonde ghetto broad gave me Becky
18262,Future,Comin Out Strong,You must not know who I am
18263,Future,Please Tell Me,"Fuckin' with a rich nigga now, yeah"
18264,Future,31 DAYS,Saint Laurent shades
18265,Future,Bye Bye,"Balmains on my jock, you heard me, yeah-yeah (I swear)"
18266,Future,SOME MORE,"Head over water, I ain't never gon' flop"
18267,Future,Up the River,"I got some partners, they gon' send you up the river (Dead)"
18268,Future,Ain’t Coming Back,I can hear the hate even if I'm deaf
18269,Future,YSL Cheetah,"Million dollar signature, yeah I'm getting real money"
18270,Future,Fly Shit Only,"When you send me an invite, I come with a biznite"
18271,Future,Walk On Minks,Like you was a valedictorian
18272,Future,Like Ohh,"Shawty got ass and sex appeal, yo"
18273,Future,Call the Coroner,"I come through poppin' it off, call the coroner"
18274,Future,Rockstar Chainz,Yeah
18275,Future,Fuk Is U Doin’,Fuck you mean nigga
18276,Future,Grammys,"I'm swervin' off, they can't stand me"
18277,Future,Touch the Sky,"Platinum ice, rose gold on my wrist, yeah, yeah"
18278,Future,Damage,Getting money and I count it all (It's true)
18279,Future,POA,I work me the price down the middle (The middle)
18280,Future,Goin Dummi,"Whatever I do, I hope I got that Tommy (Woo)"
18281,Future,Wicked,"Stand up in the motor, bust the dashboard"
18282,Future,In Abundance (Demo),Rep the gang till I'm breathless
18283,Future,Talk Shit Like a Preacher,Talk shit like a preacher (Talk)
18284,Future,Lil Haiti Baby,"We throwed away that money, 'cause that mula swole"
18285,Future,Club On Smash,"Valet know what, Thug boy know what, Thug girl know what, bad bitch know what"
18286,Future,Never Gon Lose,"We never gon' lose, we never gon' lose"
18287,Future,If You Knew What It Took,I lost a baby mama and a good girl behind that
18288,Future,Jealous,"I can see it in they faces, they wanna trade places"
18289,Future,No Wallet,"When I pull out garage, the door's up"
18290,Future,Transform,I can take your bitch from ya then transform her
18291,Future,Back of the Ghost,"On the seat that’s brand new material, nigga"
18292,Future,Suffocate,I got a 100 thousand cash on me
18293,Future,Never Stop,Freebandz
18294,Future,Reward It*,"Got you your favorite outfit, came with these VVs girl"
18295,Future,T-Shirt,All this money confiscatin' ain't no imitatin'
18296,Future,Lil Haiti Baby,They say they got Magnolia shawty bangin’ needles
18297,Future,Salute (Mixtape Version),Bust a jug in the West End at the parking lot
18298,Future,My Savages,How we let these bitches get between us?
18299,Future,March Madness,"All these cops shootin' a nigga, tragic (Boom)"
18300,Future,20 Hoes,"Young nigga gangbangin', manslaughter, yeah (Slatt, slatt)"
18301,Future,I Serve the Base,I play the games of the thrones with you
18302,Future,Lie to Me,They gon' ride for me
18303,Future,Super Trapper,The doors go lift up in the air and they so spacious
18304,Future,Xanny Family,Three exotic broads and I got 'em soakin' panties
18305,Future,In Abundance (Demo),"Ben Franklin's comin', it comin' in abundance"
18306,Future,One of My,One of my niggas got rich hittin' licks
18307,Future,Diamonds from Africa,"I got the blow, I'm the one for the traffickin'"
18308,Future,How It Feel,I turn up all of these bitches
18309,Future,Extra Luv,"Last night, tried to pipe down (Pipe)"
18310,Future,Purple Reign,"Purple reign, purple reign, purple reign, purple reign, purple-"
18311,Future,Like Ohh,"Ever since the scene now, she's been a diva"
18312,Future,Mask Off,"Rep the set (Ye), gotta rep the set (Gang, gang)"
18313,Future,Move That Dope,"Ayy, move that dope, ayy, move that dope"
18314,Future,APE Freestyle,I'm doing this shit for my father
18315,Future,Undressed,Oh
18316,Future,Last Breath,"I'll be a fighter 'til the end, 'til my last breath"
18317,Future,Feeling I Get,You drink the cold water
18318,Future,Purple Love (Inspiration),I just want to show ‘em what I came from
18319,Future,No Shame,"White diamonds drippin' on me, neck Lady Gaga"
18320,Future,Keys,"I don't have to weigh it up or use a scale, huh!"
18321,Future,XanaX Damage,"Covered in blood, oh"
18322,Future,Trance,And I don't understand what it happened to me
18323,Future,Trance,You put me in a trance girl you put me in a trance
18324,Future,Extra Luv,"Come and check up on my line, baby"
18325,Future,Stick to the Models,"I got my weight up, I'm carryin' my city"
18326,Future,Never Be The Same,"But you get tired of a nigga, tired of crying over your nigga"
18327,Future,Temptation,"All of these hoes came with it, yeah"
18328,Future,Slow Down,We can't be gang bangin' on wax
18329,Future,Posted with Demons,"I just wet this nigga, bitch"
18330,Future,Intro,Hundreds on me
18331,Future,News or Something,Shawty don't fuck with these folks
18332,Future,Missing,Thirty six ounces get you smoked like a bag of dope
18333,Future,New Illuminati,Lay low go and roll up
18334,Future,Poppin’ Tags,"Catch me goin' goon (Goon), smashin' on a womb (Womb)"
18335,Future,Sh!t,"Talkin' 'bout you poppin' tags, nigga, you ain't bought shit"
18336,Future,Please Tell Me,"If you play your cards, you gon' be fine (Gon' be fine, please)"
18337,Future,No Sleep Intro,By the time you start getting money my money gon' be more
18338,Future,Fuck Up Some Commas,300 thou' to 500 thousand
18339,Future,I Serve the Base,"I serve the base, I serve the base"
18340,Future,Osama (O’s),You think it's cheaper to keep her
18341,Future,Pesos (Dinero),"Doin' whatever say-say, you gotta do whatever I say-say"
18342,Future,Trending Topic,I got 'em on the molly
18343,Future,Glove,"You need the truth, I got you"
18344,Future,Brett Montana,"Keep my sanity, keep my family, keep my drugs"
18345,Future,No Basic,Took all the pain and I ran with it (I ran with it)
18346,Future,Jumpin on a Jet,Never did fold
18347,Future,Intro (1000),"Freebandz, nigga!"
18348,Future,Codeine Crazy,"That's for them other niggas, that's for the other bitches"
18349,Future,You’ll Never Understand (From Another Planet),"Did me hard, ya doin’ damage"
18350,Future,Trap Niggas,"Young rich niggas, in this motherfucker, huh"
18351,Future,What’s Wrong,What the fuck wrong with these niggas
18352,Future,Never Gon Lose,"You know I'll be workin' that boy, I'ma pour it"
18353,Future,Lil Haiti Baby,I just wanna buy another Rover though
18354,Future,How Can I Not,Because a young nigga was starving
18355,Future,Gangland,Went and tatted all these angels on me
18356,Future,Smoke Tony,Shoot dice in Jimmy Choos
18357,Future,Salute (Mixtape Version),I fuck that bitch in the Steve Maddens (I did)
18358,Future,Same Accord,I see you wanna be famous
18359,Future,Just Like I Want,"Just like I want, Just like I want"
18360,Future,Same MF,(Changed so I gave it a chance)
18361,Future,Stick to the Models,I lost the feelin' of drankin' on syrup
18362,Future,Fuck Up Some Commas,Might count it up and then re-count it
18363,Future,Move That Dope,"They move that dope, they move that dope"
18364,Future,RED LIGHT,"Money got me hesitant, what I got to live for?"
18365,Future,Peacoat,"We're gonna get high as a motherfucker, get me a driver"
18366,Future,Boss Up*,"That 'lil bitty watch cost me 'nun (Whew, whew)"
